,Headline,Body ID,Stance
34439,Catholic Priest Claims God Is Female After Clinically Dead Experience,1419,unrelated
34440,“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,414,unrelated
34442,ISIS: Desperate mum told 'you've just eaten your son' after visiting militants' base in search of kidnap victim,1442,unrelated
34443,Ottawa Gunman Identified As Michael Zehaf-Bibeau,2087,unrelated
34444,ISIS Appears To Behead American Photojournalist In YouTube Video,1040,unrelated
34445,"Boko Haram claims to have German hostage, denies ceasefire",1125,unrelated
34447,Fence Jumper Made It Deeper Into the White House Than Secret Service Claims,431,unrelated
34448,Whiz kid stock picker: I didn't actually make $72M trading,2472,unrelated
34450,Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2039,unrelated
34451,"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",239,unrelated
34454,Willie Nelson Dead? Viral Hoax Fools Internet,2367,unrelated
34455,Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1217,discuss
34456,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1720,unrelated
34457,New policy could reduce marijuana possession arrests,805,unrelated
34459,Meteorite strike in Nicaragua puzzles experts,524,unrelated
34462,'Hairgate': iPhone hit by new social media storm,304,unrelated
34463,"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",2020,unrelated
34464,Islamic State reports youngest jihadist 'martyred' in battle,1648,unrelated
34465,Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,2058,unrelated
34467,'Jihadi John' named as Mohammed Emwazi from London,472,unrelated
34468,ISIS Extremists Claim to Behead British Hostage David Haines,2163,unrelated
34471,ISIS video showing beheading triggers international response,1301,unrelated
34473,ISIS Seemingly Beheaded American Journalist James Wright Foley,1873,unrelated
34475,Video shows ISIL beheading of photojournalist James Foley,524,unrelated
34476,Apple Watch battery will require nightly charging,1897,unrelated
34477,Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,2304,discuss
34478,NBC weatherman caught urinating in the woods live on air,1829,agree
34479,Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',1299,unrelated
34480,CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,789,unrelated
34482,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2191,discuss
34483,ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2386,agree
34484,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,639,discuss
34488,Saudis Say Michelle Obama Not Blurred on TV,913,discuss
34490,"A message from Jim's mom, Diane Foley:",2261,unrelated
34491,BREAKING: Soldier shot at War Memorial in Ottawa,2347,agree
34492,"Report: Stainless steel Apple Watch will be priced $500, gold at $5,000",1425,discuss
34493,"No, that high school kid didn't make $72 million trading stocks",945,unrelated
34494,See the Crater a Meteorite Made in Nicaragua,1790,discuss
34495,"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",1905,unrelated
34496,"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",80,unrelated
34497,Pentagon: ISIS Got U.S. Weapons Package,2176,unrelated
34498,"Apple Watch Gold Edition may cost as much as $5,000",1700,discuss
34499,"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",2498,unrelated
34500,"Boko Haram agrees to ceasefire, release of school girls",903,unrelated
34501,Woman Stays In KFC For A Week To Get Over Her Break-Up,1048,unrelated
34502,CNN audio: Is this the moment Michael Brown was shot?,2149,discuss
34503,Mohammed Islam Denies Making $72 Million From Stock Market Trading,405,unrelated
34504,Ferguson riots: audio may have captured Michael Brown shooting,822,discuss
34505,New Audio Allegedly Captures Moment Michael Brown Was Shot,346,unrelated
34506,Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,2002,unrelated
34507,"Boko Haram claims to have German hostage, denies ceasefire",2191,discuss
34508,Iraqi social-media rumors claim IS leader slain,1921,unrelated
34509,"ISIS Claims Female American Hostage, Kayla Mueller, Killed in Airstrike",493,unrelated
34510,6 hidden mass graves may hold missing Mexican students,1849,unrelated
34511,Apple Watch reportedly has low-energy 'power reserve' mode,241,discuss
34512,Nigeria says it has deal with Boko Haram to release kidnapped girls,1340,discuss
34513,ISIS leader dead?,1790,unrelated
34514,IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,5,unrelated
34515,ISIL allegedly kills US journalist in video,1358,unrelated
34518,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2156,unrelated
34519,PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1718,agree
34520,"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",444,unrelated
34521,"What We Know About Kim Yo Jong, Who May Control North Korea",2473,discuss
34522,Seven teenage girls get pregnant on school trip,1277,unrelated
34523,"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",2520,unrelated
34524,"Elon University has not banned the term ‘freshman,’ despite rumors",2321,discuss
34525,"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",577,discuss
34526,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,34,unrelated
34528,Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1024,unrelated
34529,"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",1164,unrelated
34530,Newly Discovered Mass Grave Linked to Missing Mexican Students,1419,unrelated
34531,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1213,disagree
34532,Audio may have captured Michael Brown shooting,132,unrelated
34533,GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,220,unrelated
34534,US officials: Video shows American's execution,903,discuss
34535,"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",1785,unrelated
34536,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,568,unrelated
34537,"North Korea leader Kim is still in charge, has injured leg: source",2325,discuss
34538,'Spiderman' squished: Experts debunk claims,181,unrelated
34539,Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,472,unrelated
34541,Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1888,unrelated
34542,"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2296,unrelated
34543,The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,1253,unrelated
34544,Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,5,unrelated
34545,Christian Bale in Talks to Star in Sony's Steve Jobs Film,1897,unrelated
34546,Watch marine take sniper shot to the head and live,2016,unrelated
34547,Has Apple quietly fixed its iPhone 6 Plus ‘Bendgate’ problem?,2374,unrelated
34548,Another ISIS Massacre: ISIS Kills 300 Iraqi Soldiers With Chlorine Gas,2197,unrelated
34549,More American Weapons for ISIS,465,agree
34550,"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",170,unrelated
34551,Research Medical Center denies reports that a patient has Ebola,2127,agree
34552,Nun gives birth to surprise baby after complaining of stomach pains,1720,discuss
34553,Nigeria says ceasefire agreed with Boko Haram,1419,discuss
34554,Missing Libyan jetliners raise fears of terror attacks on 9/11,1515,agree
34555,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1921,unrelated
34556,Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1034,unrelated
34557,ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,2472,unrelated
34558,'Sex attacker' has penis cut off with a cleaver in India,2115,agree
34559,Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,2106,unrelated
34560,"Boko Haram agrees to ceasefire, release of school girls",1506,unrelated
34561,Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,304,unrelated
34562,ISIS Appears To Behead American Photojournalist In YouTube Video,2386,discuss
34563,Vice squad’s $1m win lights up Las Vegas,2130,discuss
34564,Macaulay Culkin dead: Actor is victim of another death hoax,1293,unrelated
34565,Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1256,unrelated
34566,Report: Secret Service Lied About White House Fence Jumper,505,discuss
34567,WHO investigates media reports ISIS fighters contracted Ebola,1778,discuss
34568,Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1746,discuss
34570,PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,2280,unrelated
34571,Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,226,unrelated
34572,Here Are Microsoft's New Robot Security Guards,696,unrelated
34574,"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",34,unrelated
34575,"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2067,agree
34576,Parents' anger after seven Bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,1221,unrelated
34577,Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),1707,unrelated
34578,New policy could reduce marijuana possession arrests,1294,unrelated
34580,"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1549,unrelated
34581,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1786,unrelated
34582,"Boko Haram denies truce, says kidnapped girls married",320,unrelated
34583,Gateway Pundit,195,unrelated
34584,Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2172,agree
34585,WHO: Reports of Suspected Ebola Cases in Iraq Untrue,568,unrelated
34586,Future Apple Watches could include platinum models - report,2091,unrelated
34588,Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,331,discuss
34589,Media outlets identify 'Jihadi John',775,discuss
34590,ISIS cracks down on five confirmed Ebola cases among fighters: official,1938,unrelated
34591,Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,633,unrelated
34592,CBS News Names Canadian Parliament Shooting Suspect,2302,unrelated
34593,"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",1437,unrelated
34594,The Arrest of the ISIS Leader's Wife and Son,2337,disagree
34596,Nigeria Boko Haram blamed for raids despite truce claim,1588,discuss
34597,CNN audio: Is this the moment Michael Brown was shot?,1403,unrelated
34599,An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,900,unrelated
34602,Shots Heard In Alleged Brown Shooting Recording [AUDIO],822,discuss
34603,"So, There Might Be a Rat Infestation at Vogue",1939,unrelated
34605,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",2314,unrelated
34607,"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",2305,agree
34608,Man chops off his own penis after girlfriend told him he was no good in bed,812,unrelated
34609,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,5,unrelated
34610,Shocking! Chinese parents sell their son to fund for daughter’s Cancer treatment,350,unrelated
34611,ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1206,discuss
34612,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,40,unrelated
34613,Fence jumper reportedly made it much further into White House than Secret Service said,1323,unrelated
34614,"Predator Drone Reportedly Sighted Circling Raqqa, Syria",1545,unrelated
34615,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1506,discuss
34616,"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1689,unrelated
34617,New policy could reduce marijuana possession arrests,2483,unrelated
34618,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2520,unrelated
34619,Comcast calls rumor that it disconnects Tor users “wildly inaccurate”,277,unrelated
34620,This Is a Truly Horrifying Story About a Spider,1530,unrelated
34621,Boko Haram denies it has agreed ceasefire,821,unrelated
34622,Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,971,unrelated
34624,"US hostage 'murdered' by militants in Yemen, says Hagel",634,unrelated
34625,Sugarhill Gang's Big Bank Hank Dead At 57,2035,agree
34626,"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1820,discuss
34627,Saudi Arabian cleric issues fatwa against snowmen,1090,unrelated
34628,Audio recording allegedly captures moment Michael Brown was shot,1438,unrelated
34629,"No, Robert Plant Didn’t Rip Up an $800 Million Contract",2283,unrelated
34630,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,377,discuss
34631,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,155,unrelated
34632,"Meet Magneto Boy, the kid who attracts metal with his body",1426,unrelated
